,ID,1st Choice,2nd Choice,3rd Choice,4th Choice,5th Choice,6th Choice,7th Choice,8th Choice,9th Choice,10th Choice,11th Choice,12th Choice,13th Choice,14th Choice,15th Choice,16th Choice
374,000703-00-0114,C01,C02,C09,C15,C03,C13,C12,,,,,,,,,
375,000703-00-0118,C01,C16,C12,,,,,,,,,,,,,
376,000703-00-0119,C01,C09,C13,C15,C06,C05,C03,C07,C12,,,,,,,
377,000302-00-0010,C01,C14,C15,C03,C04,,,,,,,,,,,
378,000302-00-0014,C01,C02,C12,C04,,,,,,,,,,,,
379,000302-00-0044,C01,C12,C13,C14,C11,C09,C05,C02,C03,C15,C16,C04,C06,C07,C08,C10
380,000302-00-0047,C01,C12,C05,C11,C02,C13,C03,C06,,,,,,,,
381,000302-00-0064,C01,C16,C02,C13,C12,,,,,,,,,,,
382,000302-00-0105,C01,C13,C09,C12,C16,,,,,,,,,,,
383,000302-00-0127,C01,C02,C15,C11,,,,,,,,,,,,
384,000302-00-0129,C01,,,,,,,,,,,,,,,
385,000302-00-0210,C01,,,,,,,,,,,,,,,
386,000302-00-0339,C01,C11,C02,,,,,,,,,,,,,
387,000302-00-0359,C01,,,,,,,,,,,,,,,
388,000302-00-0409,C01,C16,C15,C14,C13,C12,C11,C10,C09,C08,C02,C03,C04,C05,C06,C07
389,000302-00-0427,C01,C13,C09,C16,,,,,,,,,,,,
390,000302-00-0479,C01,C02,C16,C13,C11,,,,,,,,,,,
391,000302-00-0508,C01,C04,C12,C05,,,,,,,,,,,,
392,000302-00-0512,C01,C04,C15,C12,C14,C02,C11,C16,C13,C06,C07,C05,C08,C09,C10,C03
393,000302-00-0536,C01,C16,,,,,,,,,,,,,,
394,000302-00-0543,C01,C09,C02,,,,,,,,,,,,,
395,000302-00-0577,C01,,,,,,,,,,,,,,,
396,000302-00-0581,C01,C10,C11,C09,C05,C08,C13,C04,C06,C16,C03,C07,C02,C15,C12,C14
397,000302-00-0652,C01,C12,C11,C05,C02,C16,C04,C06,C15,C10,C09,C07,C03,C08,C13,C14
398,000302-00-0658,C01,C13,C12,C04,,,,,,,,,,,,
399,000302-00-0672,C01,C13,C05,C12,C02,C11,C09,C07,,,,,,,,
400,000302-00-0676,C01,C13,C12,C02,C09,C06,,,,,,,,,,
401,001003-00-0006,C01,C13,C02,C04,C16,C12,C11,,,,,,,,,
402,001003-00-0030,C01,C02,C05,,,,,,,,,,,,,
403,001003-00-0044,C01,C09,C14,C06,C05,C15,C07,C13,,,,,,,,
404,001003-00-0052,C01,C13,C05,,,,,,,,,,,,,
405,001003-00-0086,C01,C16,C12,C09,,,,,,,,,,,,
406,001003-00-0089,C01,C09,C06,C02,C13,,,,,,,,,,,
407,001003-00-0126,C01,C03,C13,C15,C11,,,,,,,,,,,
408,001003-00-0160,C01,C16,C12,C09,,,,,,,,,,,,
409,001003-00-0215,C01,C02,C09,C05,C12,,,,,,,,,,,
410,001003-00-0291,C01,C12,C13,C05,C09,C16,C04,C03,,,,,,,,
411,001003-00-0317,C01,C02,C05,C09,C13,,,,,,,,,,,
412,001003-00-0321,C01,C02,C06,C11,C12,C13,C03,,,,,,,,,
413,001003-00-0368,C01,C06,C05,,,,,,,,,,,,,
414,001003-00-0448,C01,C16,C09,C13,C06,C05,,,,,,,,,,
415,001003-00-0498,C01,C12,,,,,,,,,,,,,,
416,001003-00-0506,C01,C05,C06,C11,C12,,,,,,,,,,,
417,001003-00-0536,C01,C13,C16,C09,,,,,,,,,,,,
418,001003-00-0542,C01,C16,C13,,,,,,,,,,,,,
419,001003-00-0562,C01,C12,C16,C04,C02,C13,C05,C11,C09,C06,,,,,,
420,001003-00-0588,C01,C02,C13,C10,C12,C09,C06,C14,C16,C05,C07,C08,C15,C04,C03,
421,001003-00-0625,C01,C11,C06,C10,C12,,,,,,,,,,,
422,001003-00-0683,C01,C02,C06,C13,C05,C09,C07,C12,C16,,,,,,,
423,001003-00-0707,C01,C03,C02,,,,,,,,,,,,,
424,001003-00-0722,C01,C06,C13,C11,C02,C07,C16,,,,,,,,,
425,001003-00-0779,C01,C14,C02,,,,,,,,,,,,,
426,001003-00-0781,C01,C12,C09,C06,,,,,,,,,,,,
427,001001-00-0007,C01,C02,C13,C06,C03,C04,C16,C12,C10,C08,C07,C05,C11,C14,C15,C09
428,001001-00-0029,C01,C02,C13,,,,,,,,,,,,,
429,001001-00-0030,C01,C12,C02,,,,,,,,,,,,,
430,001001-00-0042,C01,C02,C13,C06,,,,,,,,,,,,
431,001001-00-0063,C01,C11,C02,C05,C13,,,,,,,,,,,
432,001001-00-0099,C01,C06,C09,C13,C11,C04,C12,C14,C15,C02,C05,C07,C03,C10,C16,C08
433,001001-00-0105,C01,C09,C13,C06,C12,,,,,,,,,,,
434,001001-00-0130,C01,C05,C02,C08,,,,,,,,,,,,
435,001001-00-0140,C01,C05,,,,,,,,,,,,,,
436,001001-00-0149,C01,C02,,,,,,,,,,,,,,
437,001001-00-0202,C01,C02,C08,C09,C04,C05,C16,C13,,,,,,,,
438,001001-00-0205,C01,C02,C12,C05,C06,C13,C09,C07,C16,C15,,,,,,
439,001001-00-0220,C01,C02,C05,C04,C12,C09,C13,C06,C15,C16,,,,,,
440,001001-00-0230,C01,C05,,,,,,,,,,,,,,
441,001001-00-0233,C01,C05,C02,C11,C13,C10,,,,,,,,,,
442,001001-00-0241,C01,C02,C13,C09,,,,,,,,,,,,
443,001001-00-0251,C01,C13,C15,C16,C09,,,,,,,,,,,
444,001001-00-0254,C01,C13,C11,C05,,,,,,,,,,,,
445,001001-00-0265,C01,C09,C05,C02,C06,C13,C08,C12,C14,C11,,,,,,
446,001001-00-0268,C01,C09,C05,C02,C06,C13,C08,C12,C14,C11,,,,,,
447,001001-00-0273,C01,C06,C02,C11,C13,,,,,,,,,,,
448,001001-00-0281,C01,C02,C13,C06,C05,,,,,,,,,,,
449,001001-00-0304,C01,C02,,,,,,,,,,,,,,
450,001001-00-0336,C01,C06,C09,C02,C05,C07,C12,C13,C04,C10,C16,C08,C11,C15,C14,C03
451,001001-00-0398,C01,C02,C11,C03,C13,,,,,,,,,,,
452,001001-00-0440,C01,C02,C04,C11,C05,C15,C13,C06,,,,,,,,
453,001001-00-0452,C01,C12,C13,C09,C06,C16,,,,,,,,,,
454,001001-00-0455,C01,C09,C05,C15,C02,C12,C13,C06,,,,,,,,
455,001001-00-0457,C01,C12,C13,C09,C06,,,,,,,,,,,
456,001001-00-0487,C01,C12,,,,,,,,,,,,,,
457,001001-00-0524,C01,C13,C09,C12,C02,C06,,,,,,,,,,
458,001001-00-0555,C01,C13,C15,C05,C06,C09,C03,C02,C11,,,,,,,
459,001001-00-0599,C01,C06,C09,C05,C12,C10,C13,C16,C02,C14,,,,,,
460,001001-00-0609,C01,C09,C02,C05,C14,C03,C13,C11,,,,,,,,
461,001001-00-0618,C01,C13,C09,C04,C14,C11,C08,C07,C10,,,,,,,
462,001001-00-0636,C01,C02,C13,C08,C05,C07,C06,,,,,,,,,
463,001001-00-0661,C01,C06,C05,C13,C12,C02,,,,,,,,,,
464,001001-00-0662,C01,C02,C09,C05,C06,C13,,,,,,,,,,
465,001001-00-0710,C01,C13,C16,,,,,,,,,,,,,
466,001001-00-0737,C01,C05,C02,C08,,,,,,,,,,,,
467,001001-00-0751,C01,C02,C09,C06,C13,C12,C11,C14,C05,C15,,,,,,
468,001001-00-0760,C01,C15,C11,C06,C02,C13,,,,,,,,,,
469,001001-00-0764,C01,C13,C12,C02,C09,,,,,,,,,,,
470,001001-00-0773,C01,C09,C12,C06,C13,C16,C05,C15,C04,,,,,,,
471,001001-00-0781,C01,C05,,,,,,,,,,,,,,
472,001001-00-0859,C01,C06,C13,C15,C05,C09,C02,,,,,,,,,
473,001001-00-0863,C01,C09,C02,C11,,,,,,,,,,,,
474,001001-00-0869,C01,C12,C09,C13,C06,C02,,,,,,,,,,
475,001001-00-0884,C01,C13,C12,C09,C16,,,,,,,,,,,
476,001001-00-0888,C01,C12,C11,,,,,,,,,,,,,
477,001001-00-0964,C01,C09,C13,C03,,,,,,,,,,,,
478,001001-00-0973,C01,C12,C09,C06,,,,,,,,,,,,
479,001001-00-0976,C01,C14,C02,,,,,,,,,,,,,
480,001001-00-0980,C01,C12,C09,C06,C13,,,,,,,,,,,
481,001001-00-1075,C01,C06,C04,C12,C15,C09,C05,C02,C03,C10,C07,C16,,,,
482,001001-00-1116,C01,C09,C12,C13,C16,C06,C15,C07,C05,,,,,,,
483,001001-00-1119,C01,C05,C02,C13,C16,,,,,,,,,,,
484,001001-00-1141,C01,C09,C12,C13,C16,C06,C15,C07,C05,,,,,,,
485,001001-00-1153,C01,C16,C12,,,,,,,,,,,,,
486,001001-00-1173,C01,C13,C09,C05,C02,C12,C06,,,,,,,,,
487,001001-00-1187,C01,C09,C13,,,,,,,,,,,,,
488,001001-00-1189,C01,C02,C05,C06,C09,C15,C13,,,,,,,,,
489,001001-00-1217,C01,C12,C13,C09,C06,C16,,,,,,,,,,
490,000903-00-0035,C01,C04,C05,C09,C12,,,,,,,,,,,
491,000903-00-0164,C01,C03,C11,C13,C02,C05,C16,C08,,,,,,,,
492,000903-00-0195,C01,C02,C05,C06,C09,C12,C13,C14,,,,,,,,
493,000903-00-0240,C01,C11,C14,C13,C09,C16,C12,C15,C06,C02,,,,,,
494,000903-00-0241,C01,C05,,,,,,,,,,,,,,
495,000903-00-0255,C01,C05,C15,C04,C06,C16,C12,C09,,,,,,,,
496,000903-00-0259,C01,C11,C13,,,,,,,,,,,,,
497,000903-00-0270,C01,C12,C13,C02,C11,C10,C09,C08,C07,C06,C05,C14,C15,C16,C04,C03
498,000903-00-0276,C01,C12,C04,C06,C09,C05,,,,,,,,,,
499,000903-00-0284,C01,C06,,,,,,,,,,,,,,
500,000903-00-0286,C01,C09,C13,,,,,,,,,,,,,
501,000903-00-0294,C01,C05,,,,,,,,,,,,,,
502,000903-00-0334,C01,C12,C02,C05,C09,C15,,,,,,,,,,
503,000903-00-0344,C01,C12,C13,,,,,,,,,,,,,
504,000903-00-0377,C01,C13,C12,C05,C09,C06,C02,C16,C07,,,,,,,
505,000903-00-0381,C01,C09,C11,C13,C06,C05,C02,C16,C14,,,,,,,
506,000903-00-0428,C01,C09,C02,C13,C11,,,,,,,,,,,
507,000903-00-0429,C01,C16,C02,C05,C09,C13,C06,,,,,,,,,
508,000903-00-0472,C01,C02,C10,C13,C14,C04,C08,C07,C12,C15,C11,C09,C06,C05,C03,C16
509,000903-00-0490,C01,C12,C06,C05,C04,C09,C11,,,,,,,,,
510,000903-00-0527,C01,C09,C02,C12,C05,C06,C13,C10,,,,,,,,
511,000903-00-0538,C01,C02,C08,C09,C15,C14,,,,,,,,,,
512,000903-00-0554,C01,C09,,,,,,,,,,,,,,
513,000903-00-0555,C01,C02,C10,,,,,,,,,,,,,
514,000903-00-0582,C01,C09,C02,C05,,,,,,,,,,,,
515,000903-00-0583,C01,C09,C05,C03,C11,,,,,,,,,,,
516,000903-00-0629,C01,C12,C02,C11,C06,C10,C16,C08,C04,C07,C15,C05,,,,
517,000903-00-0632,C01,C12,C02,C07,C06,C09,C05,C16,,,,,,,,
518,000903-00-0640,C01,C09,C10,,,,,,,,,,,,,
519,000903-00-0643,C01,C03,C06,C13,C05,,,,,,,,,,,
520,000903-00-0646,C01,C09,,,,,,,,,,,,,,
521,000903-00-0724,C01,C02,C09,C11,,,,,,,,,,,,
522,000903-00-0797,C01,C16,C05,C02,C09,C13,,,,,,,,,,
523,000903-00-0840,C01,C06,C05,C03,C02,C15,C09,C08,,,,,,,,
524,000903-00-0874,C01,C12,C06,C13,,,,,,,,,,,,
525,000903-00-0885,C01,C02,C13,C12,C09,C06,C11,,,,,,,,,
526,000903-00-0904,C01,C14,,,,,,,,,,,,,,
527,000903-00-0922,C01,C02,,,,,,,,,,,,,,
528,000903-00-0936,C01,C02,C09,C12,C13,C16,C07,C05,,,,,,,,
529,000903-00-0981,C01,C02,C13,C14,C15,C11,C10,C05,C03,C09,C16,C04,C06,C07,C08,C12
530,000903-00-1022,C01,C13,C02,C16,C06,,,,,,,,,,,
531,000903-00-1137,C01,C02,C12,C13,C15,C06,,,,,,,,,,
532,000903-00-1140,C01,C09,,,,,,,,,,,,,,
533,000903-00-1164,C01,C03,C04,C05,C09,C12,C13,C14,C16,,,,,,,
534,000903-00-1171,C01,C05,C12,C09,C15,C04,,,,,,,,,,
535,000903-00-1209,C01,C13,C02,C15,C05,C12,C09,C16,,,,,,,,
536,000903-00-1212,C01,C02,C09,C03,C06,C13,C15,C16,C11,C08,C07,C04,C05,C12,,
537,000903-00-1215,C01,C13,C04,C15,C06,C12,C09,,,,,,,,,
538,000903-00-1281,C01,C12,C13,C09,C04,C05,C16,C06,C07,C02,C10,C14,,,,
539,000903-00-0011,C01,C15,C13,C02,C11,C14,,,,,,,,,,
540,000903-00-0016,C01,C03,C09,C12,overvote,C16,C13,,,,,,,,,
541,000303-00-0062,C01,C13,C12,C04,C07,C09,C16,,,,,,,,,
542,000303-00-0094,C01,C03,C02,C04,C06,C12,,,,,,,,,,
543,000303-00-0097,C01,C02,C13,C14,C15,,,,,,,,,,,
544,000303-00-0114,C01,C02,C12,C13,C04,,,,,,,,,,,
545,000303-00-0155,C01,C11,C04,,,,,,,,,,,,,
546,000303-00-0186,C01,C12,C11,C13,C02,C05,,,,,,,,,,
547,000303-00-0273,C01,C13,C04,C05,C02,,,,,,,,,,,
548,000303-00-0336,C01,C02,C16,C13,C12,C06,,,,,,,,,,
549,000303-00-0344,C01,C02,C13,C06,,,,,,,,,,,,
550,000303-00-0362,C01,C12,C09,C02,C11,C06,C05,C04,C14,,,,,,,
551,000303-00-0385,C01,C12,C06,C03,,,,,,,,,,,,
552,000303-00-0406,C01,C02,C11,C13,,,,,,,,,,,,
553,000303-00-0459,C01,C10,C15,,,,,,,,,,,,,
554,000303-00-0461,C01,C11,C12,C09,C13,C16,C02,C04,,,,,,,,
555,000303-00-0472,C01,C13,C02,C15,C08,C11,C10,C03,C04,,,,,,,
556,000303-00-0488,C01,,,,,,,,,,,,,,,
557,000303-00-0493,C01,C13,C05,,,,,,,,,,,,,
558,000303-00-0006,C01,C12,C05,C09,C16,C15,,,,,,,,,,
559,000803-00-0033,C01,C05,C09,C16,C14,,,,,,,,,,,
560,000803-00-0061,C01,C02,C05,C12,,,,,,,,,,,,
561,000803-00-0070,C01,C13,C09,,,,,,,,,,,,,
562,000803-00-0073,C01,C09,C05,C11,C06,C12,C16,C02,C13,C14,C15,C04,C08,C07,C10,
563,000803-00-0089,C01,C02,C16,,,,,,,,,,,,,
564,000201-00-0039,C01,C13,C07,,,,,,,,,,,,,
565,000201-00-0110,C01,C13,C15,C07,C06,C05,C12,C09,C14,,,,,,,
566,000201-00-0121,C01,C13,C11,C07,C03,C15,,,,,,,,,,
567,000201-00-0169,C01,,,,,,,,,,,,,,,
568,000201-00-0183,C01,C12,C14,C16,C04,C07,C08,C10,,,,,,,,
569,000201-00-0188,C01,C02,C03,C13,C15,,,,,,,,,,,
570,000201-00-0196,C01,C04,C13,C09,,,,,,,,,,,,
571,000201-00-0490,C01,C13,,,,,,,,,,,,,,
572,000201-00-0576,C01,C02,C03,C13,C11,,,,,,,,,,,
573,000201-00-0678,C01,C02,C06,C05,C12,C04,C13,C16,C09,C07,C10,C11,C15,C14,C08,C03
574,000201-00-0716,C01,C13,,,,,,,,,,,,,,
575,000601-00-0046,C01,C04,C06,C07,C11,C13,C15,C09,C12,,,,,,,
576,000601-00-0074,C01,C09,C12,C02,C04,,,,,,,,,,,
577,000601-00-0093,C01,C13,C02,C16,C04,C12,C15,C14,C10,C11,C07,C08,C09,C06,C05,
578,000601-00-0108,C01,C02,C03,C12,,,,,,,,,,,,
579,000601-00-0112,C01,C09,C11,,,,,,,,,,,,,
580,000601-00-0117,C01,C03,C11,C05,C02,C12,C13,,,,,,,,,
581,000601-00-0141,C01,C13,C12,C09,C04,C02,C16,C05,,,,,,,,
582,000601-00-0153,C01,C09,C13,C12,C02,C10,C16,C03,C06,C07,C05,C08,C04,,,
583,000601-00-0220,C01,C02,C09,C13,C16,C05,C12,,,,,,,,,
584,000601-00-0231,C01,C09,C13,C02,,,,,,,,,,,,
585,000601-00-0331,C01,C13,C06,C09,C02,C11,,,,,,,,,,
586,000601-00-0337,C01,C13,C12,C09,C16,,,,,,,,,,,
587,000601-00-0369,C01,C15,,,,,,,,,,,,,,
588,000601-00-0395,C01,C02,C11,C16,C12,C13,,,,,,,,,,
589,000601-00-0480,C01,C12,C09,C13,C05,C16,C06,C04,C15,C02,,,,,,
590,000601-00-0482,C01,C12,C13,C09,C04,C05,C06,C16,C15,,,,,,,
591,000601-00-0511,C01,C09,C16,C13,C06,,,,,,,,,,,
592,000601-00-0610,C01,C12,C06,C16,C02,,,,,,,,,,,
593,000601-00-0706,C01,C16,C13,C11,,,,,,,,,,,,
594,000601-00-0718,C01,C06,C09,C12,C13,C11,C03,C15,C14,,,,,,,
595,000601-00-0752,C01,C03,C11,C13,C07,C12,C16,,,,,,,,,
596,000601-00-0755,C01,C16,C12,,,,,,,,,,,,,
597,000601-00-0762,C01,C15,,,,,,,,,,,,,,
598,000601-00-0771,C01,C02,C04,C06,C09,C12,C13,C15,C16,,,,,,,
599,000601-00-0772,C01,C02,C12,C13,C03,C06,C11,,,,,,,,,
600,000601-00-0795,C01,,,,,,,,,,,,,,,
601,000601-00-0892,C01,C03,C15,C13,C12,C11,C10,C09,,,,,,,,
602,000601-00-0899,C01,C12,C02,C16,C13,C09,C05,,,,,,,,,
603,000601-00-0903,C01,C15,C09,C05,C13,C02,C11,C06,C14,,,,,,,
604,000601-00-0904,C01,C15,C09,C05,C13,C02,C11,C06,C14,,,,,,,
605,000601-00-0906,C01,C11,C02,,,,,,,,,,,,,
606,000601-00-0909,C01,,,,,,,,,,,,,,,
607,000902-00-0025,C01,C02,C13,C09,C12,C03,,,,,,,,,,
608,000902-00-0028,C01,C03,C13,C16,C02,C09,C12,C05,C04,,,,,,,
609,000902-00-0032,C01,C09,C12,,,,,,,,,,,,,
610,000902-00-0045,C01,C02,C05,C09,C13,,,,,,,,,,,
611,000902-00-0048,C01,C13,C05,,,,,,,,,,,,,
612,000902-00-0054,C01,C06,C13,C04,,,,,,,,,,,,
613,000902-00-0081,C01,C02,C10,C09,C13,C05,C06,C15,C11,,,,,,,
614,000902-00-0100,C01,C13,C02,C16,C12,,,,,,,,,,,
615,000902-00-0122,C01,C05,C06,C07,C12,C16,C09,C13,C14,,,,,,,
616,000902-00-0151,C01,C02,C12,C13,C16,C05,C09,,,,,,,,,
617,000902-00-0158,C01,C12,C02,C13,C03,C06,C11,,,,,,,,,
618,000902-00-0160,C01,C02,C13,C06,,,,,,,,,,,,
619,000902-00-0182,C01,C12,C02,C04,C07,C13,,,,,,,,,,
620,000902-00-0189,C01,C12,C13,,,,,,,,,,,,,
621,000902-00-0207,C01,C16,C13,C02,,,,,,,,,,,,
622,000902-00-0214,C01,C02,C12,C13,C16,C05,C09,,,,,,,,,
623,000902-00-0216,C01,C03,C14,,,,,,,,,,,,,
624,000902-00-0350,C01,C13,C02,C11,,,,,,,,,,,,
625,000902-00-0421,C01,C02,,,,,,,,,,,,,,
626,000902-00-0423,C01,C02,,,,,,,,,,,,,,
627,000902-00-0445,C01,C02,C09,C13,C12,C16,C06,C05,C11,,,,,,,
628,000902-00-0473,C01,C06,C05,C12,,,,,,,,,,,,
629,000902-00-0518,C01,C02,C03,,,,,,,,,,,,,
630,000902-00-0606,C01,C03,C06,C11,C16,C02,C10,C13,C05,,,,,,,
631,000902-00-0668,C01,C06,C02,C05,C15,C09,C12,C13,C07,C16,,,,,,
632,000902-00-0674,C01,C06,C09,C12,,,,,,,,,,,,
633,000902-00-0707,C01,C02,C11,,,,,,,,,,,,,
634,000902-00-0722,C01,C09,,,,,,,,,,,,,,
635,000902-00-0729,C01,C02,C10,,,,,,,,,,,,,
636,000902-00-0747,C01,C02,C13,C06,C09,C05,C12,C16,C07,,,,,,,
637,000902-00-0811,C01,C11,C13,C02,C12,C03,,,,,,,,,,
638,000902-00-0831,C01,C08,C13,C06,C11,C02,C03,,,,,,,,,
639,000902-00-0845,C01,C05,C13,C12,,,,,,,,,,,,
640,000902-00-0848,C01,C12,C02,C04,C05,,,,,,,,,,,
641,000902-00-0856,C01,C05,C11,C02,C06,,,,,,,,,,,
642,000902-00-0870,C01,C12,C09,C07,C06,C05,C03,C02,C15,C13,C11,C14,C16,C04,C08,C10
643,000902-00-0976,C01,C09,C12,C16,C13,C02,,,,,,,,,,
644,000902-00-1007,C01,C02,C13,,,,,,,,,,,,,
645,000902-00-1010,C01,C11,C13,C03,,,,,,,,,,,,
646,000902-00-1037,C01,C13,C12,C09,C06,C05,C02,C15,C11,,,,,,,
647,000902-00-1064,C01,C10,C02,,,,,,,,,,,,,
648,000902-00-1066,C01,C02,,,,,,,,,,,,,,
649,000902-00-1099,C01,C12,C02,,,,,,,,,,,,,
650,000902-00-1102,C01,C12,C02,C11,C06,,,,,,,,,,,
651,000902-00-1132,C01,C13,C09,C12,C11,,,,,,,,,,,
652,000902-00-1151,C01,C06,C09,C12,,,,,,,,,,,,
653,000902-00-1156,C01,C09,C05,C16,C12,C04,C07,C06,,,,,,,,
654,000902-00-1168,C01,C13,C02,C04,,,,,,,,,,,,
655,000902-00-1194,C01,C13,C05,C12,,,,,,,,,,,,
656,000902-00-1211,C01,,,,,,,,,,,,,,,
657,000902-00-1233,C01,C09,C02,C03,C11,C14,C15,,,,,,,,,
658,000902-00-1241,C01,C12,C05,C07,C16,C13,C02,C10,C04,,,,,,,
659,000902-00-1248,C01,C05,C09,C12,C13,C07,C06,C14,C15,C16,,,,,,
660,000902-00-1254,C01,,,,,,,,,,,,,,,
661,000902-00-1300,C01,C02,C12,,,,,,,,,,,,,
662,000902-00-1307,C01,C09,C16,,,,,,,,,,,,,
663,000902-00-1359,C01,C12,C05,C11,C13,C15,C06,C16,C09,,,,,,,
664,000902-00-1369,C01,C02,C05,C09,C04,,,,,,,,,,,
665,000902-00-1375,C01,C02,C04,C09,C12,C16,C05,,,,,,,,,
666,000801-00-0024,C01,C05,C11,C13,C15,C16,C09,C10,C12,C04,C06,C07,,,,
667,000801-00-0038,C01,C09,C11,C12,C04,C13,C05,C02,C07,,,,,,,
668,000801-00-0049,C01,C15,C03,C09,C06,C02,,,,,,,,,,
669,000801-00-0106,C01,C13,C09,C02,C16,C12,C14,C06,,,,,,,,
670,000801-00-0112,C01,C09,C13,C12,C07,C16,,,,,,,,,,
671,000801-00-0116,C01,C02,C12,,,,,,,,,,,,,
672,000801-00-0285,C01,C05,C09,C02,C13,,,,,,,,,,,
673,000801-00-0299,C01,C13,C05,C12,C11,C02,,,,,,,,,,
674,000801-00-0304,C01,,,,,,,,,,,,,,,
675,000801-00-0337,C01,C13,C02,C09,C12,C04,C05,C16,,,,,,,,
676,000801-00-0351,C01,C09,C06,C15,C12,C03,C08,,,,,,,,,
677,000801-00-0358,C01,C07,C13,,,,,,,,,,,,,
678,000801-00-0378,C01,C15,C14,C03,C09,C06,,,,,,,,,,
679,000801-00-0409,C01,C04,C02,C06,C09,C15,C13,,,,,,,,,
680,000801-00-0411,C01,C13,C09,C12,C06,C05,,,,,,,,,,
681,000801-00-0458,C01,C02,C05,C12,C06,C09,C13,C07,C16,,,,,,,
682,000801-00-0465,C01,C06,C02,C16,C04,C05,C12,,,,,,,,,
683,000801-00-0467,C01,C04,C02,C12,C16,C06,C05,,,,,,,,,
684,000501-00-0022,C01,C02,C16,C11,C09,C13,C14,C15,C04,C07,C08,C12,C10,C03,C06,C05
685,000501-00-0044,C01,C05,C02,C13,C15,C10,C12,C16,,,,,,,,
686,000501-00-0045,C01,C09,C06,C03,C14,C13,C02,C11,,,,,,,,
687,000501-00-0062,C01,C12,C13,C09,C06,C04,,,,,,,,,,
688,000501-00-0076,C01,,,,,,,,,,,,,,,
689,000501-00-0077,C01,C02,,,,,,,,,,,,,,
690,000501-00-0080,C01,C13,C16,C02,C07,C12,C05,C11,C10,C15,C09,C04,C06,C03,C14,
691,000501-00-0092,C01,C12,C06,C09,C13,C15,C16,C14,C11,,,,,,,
692,000501-00-0100,C01,C02,C03,C11,C13,C12,C15,C16,C04,C05,C06,C07,C08,C09,C10,C14
693,000501-00-0102,C01,C12,C09,C16,C06,C13,C15,,,,,,,,,
694,000501-00-0121,C01,,,,,,,,,,,,,,,
695,000501-00-0122,C01,C13,C06,C09,,,,,,,,,,,,
696,000501-00-0127,C01,C02,C13,,,,,,,,,,,,,
697,000501-00-0166,C01,C13,C09,C12,C07,C16,C05,,,,,,,,,
698,000501-00-0168,C01,C13,C09,C12,C04,C16,C07,C05,C06,C15,C02,C11,,,,
699,000501-00-0178,C01,C12,,,,,,,,,,,,,,
700,000501-00-0181,C01,C12,C03,,,,,,,,,,,,,
701,000501-00-0187,C01,C09,C16,C13,C12,C05,,,,,,,,,,
702,000501-00-0211,C01,C09,C13,C06,C15,C05,,,,,,,,,,
703,000501-00-0279,C01,C11,C02,C14,,,,,,,,,,,,
704,000501-00-0295,C01,C11,C09,C10,C07,,,,,,,,,,,
705,000501-00-0332,C01,C09,C13,C15,C11,C12,C16,C06,C10,C02,C05,,,,,
706,000501-00-0340,C01,,,,,,,,,,,,,,,
707,000501-00-0342,C01,C13,C09,C07,C08,C02,C03,C05,C16,C11,C15,,,,,
708,000501-00-0389,C01,C02,C06,C05,C13,C16,,,,,,,,,,
709,000501-00-0437,C01,C13,C02,C16,C07,C12,C05,C06,C09,C11,C04,C14,C15,C10,C03,C08
710,000501-00-0445,C01,,,,,,,,,,,,,,,
711,000501-00-0505,C01,C14,C13,C02,C04,C16,,,,,,,,,,
712,000501-00-0527,C01,C02,C13,C11,C06,C16,C07,C12,C09,C10,C15,C14,C04,C05,C08,C03
713,000501-00-0529,C01,C02,C03,C13,C11,C05,C09,,,,,,,,,
714,000501-00-0577,C01,C02,C03,C05,C13,C06,C15,C12,C09,C07,C08,C14,C16,,,
715,000501-00-0589,C01,C02,C10,,,,,,,,,,,,,
716,000501-00-0617,C01,C06,C02,,,,,,,,,,,,,
717,000501-00-0619,C01,C03,C14,C06,C15,,,,,,,,,,,
718,000501-00-0624,C01,C02,C05,,,,,,,,,,,,,
719,000501-00-0626,C01,C02,C05,C09,C12,C15,C16,C06,C10,,,,,,,
720,000501-00-0640,C01,C13,C09,C16,C06,C05,C02,C15,,,,,,,,
721,000501-00-0661,C01,C02,C05,C03,C06,C10,C15,C16,,,,,,,,
722,000501-00-0668,C01,C15,C02,C05,C06,,,,,,,,,,,
723,000501-00-0670,C01,C02,C09,C12,,,,,,,,,,,,
724,000501-00-0689,C01,C15,C02,C13,C09,C12,,,,,,,,,,
725,000501-00-0692,C01,C02,C12,C16,C13,,,,,,,,,,,
726,000501-00-0693,C01,C12,C15,C06,C09,C16,,,,,,,,,,
727,000501-00-0707,C01,C16,C12,C04,,,,,,,,,,,,
728,000501-00-0709,C01,C09,C12,C13,C16,C15,,,,,,,,,,
729,000501-00-0714,C01,C13,C06,C09,C16,C15,C11,C03,C05,,,,,,,
730,000501-00-0716,C01,C13,C02,C14,C11,,,,,,,,,,,
731,000501-00-0717,C01,C02,C13,C12,C06,C05,C03,C16,C15,C09,C11,,,,,
732,000501-00-0730,C01,C02,C10,C13,C06,C11,C03,C16,,,,,,,,
733,000501-00-0764,C01,C11,,,,,,,,,,,,,,
734,000501-00-0772,C01,C13,C12,C16,C05,C09,,,,,,,,,,
735,000501-00-0780,C01,C16,,,,,,,,,,,,,,
736,000501-00-0784,C01,C13,C02,C07,C16,C05,C09,C06,C12,,,,,,,
