,Unnamed: 0,Unnamed: 1,1st Choice,2nd Choice,3rd Choice,4th Choice,5th Choice,6th Choice,7th Choice,8th Choice,9th Choice,10th Choice,11th Choice,12th Choice,13th Choice,14th Choice,15th Choice,16th Choice,17th Choice,18th Choice,19th Choice,20th Choice,21st Choice,22nd Choice,23rd Choice,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28
256,000401-00-0041,10012,C14,C06,C22,C10,,,,,,,,,,,,,,,,,,,,,,,
257,000401-00-0042,10011,C14,C10,C06,C02,C22,C04,C03,,,,,,,,,,,,,,,,,,,,
258,000401-00-0045,10007,C19,C14,C04,C01,C02,C15,C21,C23,,,,,,,,,,,,,,,,,,,
259,000401-00-0047,10009,C03,C15,C19,C10,C21,C20,C12,,,,,,,,,,,,,,,,,,,,
260,000401-00-0048,10013,C14,C15,C19,,,,,,,,,,,,,,,,,,,,,,,,
261,000401-00-0051,10005,C08,C07,C06,C11,C13,C16,C17,C21,C22,C04,C05,C03,C02,C01,C20,C19,C15,C14,C12,C10,C09,,,,,,
262,000401-00-0052,10017,C06,C01,C14,C12,C10,,,,,,,,,,,,,,,,,,,,,,
263,000401-00-0055,10022,C14,C08,C02,C21,C10,,,,,,,,,,,,,,,,,,,,,,
264,000401-00-0057,10020,C15,C01,C02,C21,C03,C19,,,,,,,,,,,,,,,,,,,,,
265,000401-00-0059,10005,C15,C19,C01,C02,C10,C03,C05,C04,,,,,,,,,,,,,,,,,,,
266,000401-00-0060,10014,C22,C14,C06,,,,,,,,,,,,,,,,,,,,,,,,
267,000401-00-0062,10019,C12,C20,C02,C15,C19,C10,C03,C01,C14,,,,,,,,,,,,,,,,,,
268,000401-00-0064,10015,C03,C22,C19,,,,,,,,,,,,,,,,,,,,,,,,
269,000401-00-0066,10006,C10,C03,C15,,,,,,,,,,,,,,,,,,,,,,,,
270,000401-00-0068,10018,C01,C13,C22,,,,,,,,,,,,,,,,,,,,,,,,
271,000401-00-0071,10021,C11,C13,C02,C01,C14,C10,C03,C05,C19,,,,,,,,,,,,,,,,,,
272,000401-00-0072,10016,C03,C19,C22,C21,C08,C09,,,,,,,,,,,,,,,,,,,,,
273,000401-00-0074,10007,C01,C19,,,,,,,,,,,,,,,,,,,,,,,,,
274,000401-00-0076,10009,C03,C08,C21,C19,C10,C15,C04,,,,,,,,,,,,,,,,,,,,
275,000401-00-0079,10014,C19,C03,C10,C15,C02,C08,C05,C06,C21,,,,,,,,,,,,,,,,,,
276,000401-00-0081,10021,C01,C19,C22,C04,C06,C05,,,,,,,,,,,,,,,,,,,,,
277,000401-00-0083,10018,C21,C03,C19,C15,,,,,,,,,,,,,,,,,,,,,,,
278,000401-00-0084,10012,C14,C03,C19,C21,C10,C06,C22,C08,C15,,,,,,,,,,,,,,,,,,
279,000401-00-0085,10019,C03,,,,,,,,,,,,,,,,,,,,,,,,,,
280,000401-00-0087,10016,C14,C01,C02,C03,C04,C19,C15,C20,C10,C22,C06,C12,C21,C08,,,,,,,,,,,,,
281,000401-00-0090,10000,C19,C14,C01,C15,C06,C04,C10,C20,,,,,,,,,,,,,,,,,,,
282,000401-00-0093,10022,C10,C03,C15,,,,,,,,,,,,,,,,,,,,,,,,
283,000401-00-0094,10005,C19,C01,,,,,,,,,,,,,,,,,,,,,,,,,
284,000401-00-0095,10015,C14,C20,C15,C01,C03,C19,C04,C02,,,,,,,,,,,,,,,,,,,
285,000401-00-0097,10001,C01,C19,C12,C15,C20,,,,,,,,,,,,,,,,,,,,,,
286,000401-00-0100,10008,C02,C04,C05,C19,C01,,,,,,,,,,,,,,,,,,,,,,
287,000401-00-0102,10011,C15,C14,C01,,,,,,,,,,,,,,,,,,,,,,,,
288,000401-00-0103,10007,C19,C15,C03,C11,C04,,,,,,,,,,,,,,,,,,,,,,
289,000401-00-0105,10003,C19,C03,C10,C01,C14,C21,C06,C20,C22,C12,C15,,,,,,,,,,,,,,,,
290,000401-00-0107,10006,C19,C15,C03,C01,,,,,,,,,,,,,,,,,,,,,,,
291,000401-00-0108,10004,C15,C14,C02,C08,C21,C06,,,,,,,,,,,,,,,,,,,,,
292,000401-00-0110,10002,C04,C08,C19,C20,C12,C15,C10,,,,,,,,,,,,,,,,,,,,
293,000401-00-0113,10010,C12,C19,C20,C01,C02,C03,C14,,,,,,,,,,,,,,,,,,,,
294,000401-00-0115,10012,C14,C06,C03,C15,C17,C19,C22,C01,,,,,,,,,,,,,,,,,,,
295,000401-00-0117,10013,C12,C19,C14,C15,C01,C02,C03,C10,,,,,,,,,,,,,,,,,,,
296,000401-00-0118,10011,C06,C21,C19,C16,C12,C10,C04,,,,,,,,,,,,,,,,,,,,
297,000401-00-0121,10014,C14,C22,C06,,,,,,,,,,,,,,,,,,,,,,,,
298,000401-00-0122,10015,C06,C16,C18,C17,C21,C04,C11,,,,,,,,,,,,,,,,,,,,
299,000401-00-0125,10018,C15,C19,C10,C01,C06,,,,,,,,,,,,,,,,,,,,,,
300,000401-00-0127,10019,C03,C05,C21,C16,C17,C18,C22,C23,C06,C07,C08,C09,C11,C13,,,,,,,,,,,,,
301,000401-00-0129,10004,C01,C19,C15,,,,,,,,,,,,,,,,,,,,,,,,
302,000401-00-0130,10003,C19,C01,C22,C10,C15,C20,C13,C12,,,,,,,,,,,,,,,,,,,
303,000401-00-0132,10017,C19,C15,C03,C10,C21,C06,C20,C17,C07,C04,C12,C01,C13,C08,C05,,,,,,,,,,,,
304,000401-00-0134,10005,C01,C12,C19,C20,C10,C13,C15,C03,,,,,,,,,,,,,,,,,,,
305,000401-00-0136,10002,C10,C04,C19,C06,C14,C02,C01,C03,C21,,,,,,,,,,,,,,,,,,
306,000401-00-0139,10001,C10,C15,C02,C21,C19,C01,C11,,,,,,,,,,,,,,,,,,,,
307,000401-00-0140,10000,C10,C19,C14,C15,C03,,,,,,,,,,,,,,,,,,,,,,
308,000401-00-0142,10009,C14,C15,C06,C19,C01,C03,C02,C04,C07,,,,,,,,,,,,,,,,,,
309,000401-00-0145,10022,C14,C21,C06,C22,C04,,,,,,,,,,,,,,,,,,,,,,
310,000401-00-0146,10000,C04,C01,C15,C21,,,,,,,,,,,,,,,,,,,,,,,
311,000401-00-0148,10018,C14,C21,C04,C02,,,,,,,,,,,,,,,,,,,,,,,
312,000401-00-0150,10017,C03,C20,C10,C01,C19,C15,C12,,,,,,,,,,,,,,,,,,,,
313,000401-00-0152,10015,C14,C20,C22,C01,,,,,,,,,,,,,,,,,,,,,,,
314,000401-00-0154,10016,C10,C15,C19,,,,,,,,,,,,,,,,,,,,,,,,
315,000401-00-0157,10022,C10,C12,C15,C03,C20,C19,,,,,,,,,,,,,,,,,,,,,
316,000401-00-0158,10003,C14,,,,,,,,,,,,,,,,,,,,,,,,,,
317,000401-00-0160,10022,C01,C19,,,,,,,,,,,,,,,,,,,,,,,,,
318,000401-00-0162,10021,C10,C06,C21,C19,C14,,,,,,,,,,,,,,,,,,,,,,
319,000401-00-0164,10020,C01,C12,C15,,,,,,,,,,,,,,,,,,,,,,,,
320,000401-00-0166,10007,C04,C08,C06,C14,C21,,,,,,,,,,,,,,,,,,,,,,
321,000401-00-0168,10006,C15,C03,C10,C12,C19,C20,C06,C01,,,,,,,,,,,,,,,,,,,
322,000401-00-0169,10019,C01,C14,C19,,,,,,,,,,,,,,,,,,,,,,,,
323,000401-00-0171,10004,C14,C01,C12,C06,C03,C04,C19,,,,,,,,,,,,,,,,,,,,
324,000401-00-0174,10008,C06,C15,C03,C14,C19,C04,,,,,,,,,,,,,,,,,,,,,
325,000401-00-0176,10020,C19,C15,C12,C20,C01,C03,C10,C02,C18,C17,C16,C14,C13,C11,C09,C08,C07,C06,C05,C04,C23,C22,C21,,,,
326,000401-00-0177,10005,C06,C14,C22,C01,C12,C10,C15,C19,C20,C08,C09,C07,C11,,,,,,,,,,,,,,
327,000401-00-0180,10020,C04,C14,C08,C06,,,,,,,,,,,,,,,,,,,,,,,
328,000401-00-0183,10010,C14,C03,C06,C12,C21,C08,C19,C16,C10,,,,,,,,,,,,,,,,,,
329,000401-00-0185,10013,C10,C04,,,,,,,,,,,,,,,,,,,,,,,,,
330,000401-00-0186,10016,C15,C19,C01,C03,C10,C12,C20,,,,,,,,,,,,,,,,,,,,
331,000401-00-0188,10017,C21,C15,C14,C12,C06,C01,C04,C19,,,,,,,,,,,,,,,,,,,
332,000401-00-0189,10011,C10,C15,C19,C12,C21,C01,C02,C20,,,,,,,,,,,,,,,,,,,
333,000401-00-0192,10014,C02,C14,C08,C21,C04,C11,,,,,,,,,,,,,,,,,,,,,
334,000401-00-0194,10012,C19,C03,C01,C10,C12,C02,C20,C15,C14,C21,C08,C13,C16,C17,C18,C22,C23,C04,C05,C06,C07,C09,C11,,,,
335,000401-00-0196,10022,C15,C19,C03,C12,C01,C20,C10,,,,,,,,,,,,,,,,,,,,
336,000401-00-0199,10015,C19,C15,,,,,,,,,,,,,,,,,,,,,,,,,
337,000401-00-0201,10001,C19,C01,C15,C12,C20,C03,C10,,,,,,,,,,,,,,,,,,,,
338,000401-00-0203,10002,C15,C03,C19,,,,,,,,,,,,,,,,,,,,,,,,
339,000401-00-0204,10000,C15,C21,C10,C19,C06,C03,C20,,,,,,,,,,,,,,,,,,,,
340,000401-00-0206,10005,C01,C15,C12,C03,C20,C19,C10,C02,,,,,,,,,,,,,,,,,,,
341,000401-00-0207,10004,C19,C03,C10,C14,C01,C21,C06,C20,C22,C12,C15,,,,,,,,,,,,,,,,
342,000401-00-0209,10003,C14,C15,C06,C12,C05,C09,C16,,,,,,,,,,,,,,,,,,,,
343,000401-00-0210,10009,C02,C14,C04,C06,C15,,,,,,,,,,,,,,,,,,,,,,
344,000401-00-0212,10018,C14,C15,C02,C04,,,,,,,,,,,,,,,,,,,,,,,
345,000401-00-0215,10006,C14,C03,C06,C15,C01,C22,,,,,,,,,,,,,,,,,,,,,
346,000401-00-0216,10008,C04,C08,C19,C20,C15,C10,,,,,,,,,,,,,,,,,,,,,
347,000401-00-0218,10019,C12,C19,C03,C01,C10,C15,C14,C21,C04,C20,C06,C08,C22,C02,C11,C13,,,,,,,,,,,
348,000401-00-0221,10007,C01,C03,C19,C15,C12,C20,C10,,,,,,,,,,,,,,,,,,,,
349,000401-00-0224,10013,C06,C22,C10,C14,C15,C03,,,,,,,,,,,,,,,,,,,,,
350,000401-00-0226,10011,C19,,,,,,,,,,,,,,,,,,,,,,,,,,
351,000401-00-0228,10014,C03,C19,C14,C15,C20,C01,C10,C12,,,,,,,,,,,,,,,,,,,
352,000401-00-0229,10008,C14,C12,C04,,,,,,,,,,,,,,,,,,,,,,,,
353,000401-00-0231,10007,C01,C14,C19,,,,,,,,,,,,,,,,,,,,,,,,
354,000401-00-0233,10002,C01,C19,C15,C12,C20,C10,,,,,,,,,,,,,,,,,,,,,
355,000401-00-0236,10012,C02,C19,C21,C15,C04,,,,,,,,,,,,,,,,,,,,,,
356,000401-00-0237,10010,C14,C06,C22,C21,C02,,,,,,,,,,,,,,,,,,,,,,
357,000401-00-0239,10011,C15,C19,C01,C03,C10,C12,C20,,,,,,,,,,,,,,,,,,,,
358,000401-00-0241,10009,C03,C15,C14,C10,C01,C12,C04,C19,C21,C02,,,,,,,,,,,,,,,,,
359,000401-00-0243,10001,C14,C04,,,,,,,,,,,,,,,,,,,,,,,,,
360,000401-00-0244,10012,C06,C14,C15,C08,C10,C21,C04,C02,C03,C05,C07,C11,C12,C19,C13,C22,C01,C23,C16,C18,C17,C09,C20,,,,
361,000401-00-0245,10013,C06,C15,C19,C21,C01,C02,C03,C16,C17,C18,C22,C23,C04,C05,C07,C08,C09,C10,C11,C12,C13,,,,,,
362,000401-00-0248,10018,C06,C14,C01,C03,,,,,,,,,,,,,,,,,,,,,,,
363,000401-00-0249,10001,C03,C15,C12,C19,C01,C10,C06,,,,,,,,,,,,,,,,,,,,
364,000401-00-0251,10000,C10,C12,C15,C19,C20,C03,C09,C02,,,,,,,,,,,,,,,,,,,
365,000401-00-0254,10002,C03,C14,C06,C15,C19,C20,C22,C01,C02,C12,C10,C23,C13,C08,C11,C05,C09,,,,,,,,,,
366,000401-00-0255,10019,C01,C15,C19,,,,,,,,,,,,,,,,,,,,,,,,
367,000401-00-0258,10004,C06,C14,C22,,,,,,,,,,,,,,,,,,,,,,,,
368,000401-00-0260,10007,C10,C12,C14,C15,C19,C20,C01,C02,C03,,,,,,,,,,,,,,,,,,
369,000401-00-0261,10006,C19,C01,,,,,,,,,,,,,,,,,,,,,,,,,
370,000401-00-0264,10017,C14,C06,C22,C02,C08,C04,,,,,,,,,,,,,,,,,,,,,
371,000401-00-0267,10005,C19,C20,C01,,,,,,,,,,,,,,,,,,,,,,,,
372,000401-00-0268,10010,C12,C01,C19,C15,C03,,,,,,,,,,,,,,,,,,,,,,
373,000401-00-0269,10009,C19,C14,C15,C21,C03,,,,,,,,,,,,,,,,,,,,,,
374,000401-00-0271,10016,C19,C21,C04,,,,,,,,,,,,,,,,,,,,,,,,
375,000401-00-0275,10006,C19,C04,C14,C10,C12,C15,C20,C01,C02,C03,,,,,,,,,,,,,,,,,
376,000401-00-0277,10015,C15,C03,C19,C01,C14,C12,C10,C02,C06,C22,,,,,,,,,,,,,,,,,
377,000401-00-0279,10011,C15,C04,C01,C08,C19,C06,C22,C12,,,,,,,,,,,,,,,,,,,
378,000401-00-0281,10003,C06,C08,C21,C03,C20,C10,C12,C01,C04,C14,C05,C07,C09,C11,C13,C15,C16,C17,C18,C19,C22,C23,C02,,,,
379,000401-00-0283,10012,C14,C06,C01,C17,C04,C19,C18,C15,C16,C03,C07,,,,,,,,,,,,,,,,
380,000401-00-0284,10012,C03,C21,C15,C12,C19,C01,C10,C18,C20,C06,C17,C14,,,,,,,,,,,,,,,
381,000401-00-0286,10010,C01,C19,C16,,,,,,,,,,,,,,,,,,,,,,,,
382,000401-00-0288,10014,C14,C19,C01,,,,,,,,,,,,,,,,,,,,,,,,
383,000401-00-0291,10008,C15,C19,C03,C10,C12,C20,C01,,,,,,,,,,,,,,,,,,,,
384,000401-00-0292,10007,C01,C15,C03,C10,C19,C20,C12,,,,,,,,,,,,,,,,,,,,
385,000401-00-0296,10006,C14,C12,C19,C08,,,,,,,,,,,,,,,,,,,,,,,
386,000401-00-0297,10019,C14,C19,C03,,,,,,,,,,,,,,,,,,,,,,,,
387,000401-00-0299,10021,C19,C20,C15,C14,C12,C10,C03,C02,C01,,,,,,,,,,,,,,,,,,
388,000401-00-0301,10017,C06,C14,C15,C23,,,,,,,,,,,,,,,,,,,,,,,
389,000401-00-0302,10000,C06,C21,C05,C09,C12,,,,,,,,,,,,,,,,,,,,,,
390,000401-00-0304,10020,C19,,,,,,,,,,,,,,,,,,,,,,,,,,
391,000401-00-0305,10005,C12,C20,C01,,,,,,,,,,,,,,,,,,,,,,,,
392,000401-00-0308,10000,C03,C15,C12,C19,C01,C10,,,,,,,,,,,,,,,,,,,,,
393,000401-00-0309,10018,C04,C10,C14,C06,C02,C08,C22,C19,C03,C12,C21,,,,,,,,,,,,,,,,
394,000401-00-0312,10022,C14,C22,C08,C04,C02,,,,,,,,,,,,,,,,,,,,,,
395,000401-00-0314,10002,C14,C06,C22,C04,C18,C08,C02,,,,,,,,,,,,,,,,,,,,
396,000401-00-0316,10001,C08,C02,C04,C14,C21,C22,C06,,,,,,,,,,,,,,,,,,,,
397,000401-00-0317,10011,C01,,,,,,,,,,,,,,,,,,,,,,,,,,
398,000401-00-0320,10014,C01,C15,C02,,,,,,,,,,,,,,,,,,,,,,,,
399,000401-00-0322,10012,C01,C19,C12,C15,C20,C03,,,,,,,,,,,,,,,,,,,,,
400,000401-00-0323,10013,C19,C01,,,,,,,,,,,,,,,,,,,,,,,,,
401,000401-00-0325,10008,C01,C19,C14,C15,C12,C22,C06,C10,C09,C11,C13,C16,C21,C17,C20,C18,C23,C02,C03,C05,C04,C08,C07,,,,
402,000401-00-0327,10006,C19,C01,C03,,,,,,,,,,,,,,,,,,,,,,,,
403,000401-00-0330,10001,C02,C20,,,,,,,,,,,,,,,,,,,,,,,,,
404,000401-00-0331,10016,C11,C08,C21,C05,C06,,,,,,,,,,,,,,,,,,,,,,
405,000401-00-0334,10009,C21,C03,C19,C22,C06,C18,C08,C09,C01,C02,C10,,,,,,,,,,,,,,,,
406,000401-00-0336,10015,C17,C19,C01,C15,C14,,,,,,,,,,,,,,,,,,,,,,
407,000401-00-0338,10002,C12,C15,C19,C04,C01,,,,,,,,,,,,,,,,,,,,,,
408,000401-00-0339,10003,C06,C14,C22,C08,C03,C02,C19,C21,C15,C17,,,,,,,,,,,,,,,,,
409,000401-00-0341,10020,C19,C01,,,,,,,,,,,,,,,,,,,,,,,,,
410,000401-00-0344,10018,C14,,,,,,,,,,,,,,,,,,,,,,,,,,
411,000401-00-0346,10000,C01,C20,C19,C06,,,,,,,,,,,,,,,,,,,,,,,
412,000401-00-0347,10022,C01,C20,,,,,,,,,,,,,,,,,,,,,,,,,
413,000401-00-0349,10019,C01,C19,C15,C12,C14,C04,C03,,,,,,,,,,,,,,,,,,,,
414,000401-00-0350,10002,C20,C14,C03,,,,,,,,,,,,,,,,,,,,,,,,
415,000401-00-0353,10004,C10,C14,C21,C15,C18,C04,C13,,,,,,,,,,,,,,,,,,,,
416,000401-00-0355,10007,C14,C06,C22,C11,C02,,,,,,,,,,,,,,,,,,,,,,
417,000401-00-0357,10005,C10,C04,C01,C06,,,,,,,,,,,,,,,,,,,,,,,
418,000401-00-0358,10008,C01,C19,,,,,,,,,,,,,,,,,,,,,,,,,
419,000401-00-0361,10011,C14,C06,C02,C08,C04,C19,,,,,,,,,,,,,,,,,,,,,
420,000401-00-0362,10001,C01,C19,C03,C12,C15,C22,,,,,,,,,,,,,,,,,,,,,
421,000401-00-0365,10010,C14,C22,C06,C02,C21,C11,C23,C07,C19,C03,C04,C15,,,,,,,,,,,,,,,
422,000401-00-0366,10012,C08,C10,C03,C02,C21,C20,C19,C15,C14,,,,,,,,,,,,,,,,,,
423,000401-00-0368,10021,C01,C19,C02,C03,C22,C08,C14,C15,C10,,,,,,,,,,,,,,,,,,
424,000401-00-0369,10013,C04,C02,C08,C22,C14,C21,C11,C06,,,,,,,,,,,,,,,,,,,
425,000401-00-0371,10017,C19,C10,C15,C01,C22,C20,,,,,,,,,,,,,,,,,,,,,
426,000401-00-0373,10016,C19,C01,C15,C10,C12,C20,C03,,,,,,,,,,,,,,,,,,,,
427,000401-00-0375,10014,C19,C01,C15,C12,C03,C21,C10,C20,C13,,,,,,,,,,,,,,,,,,
428,000401-00-0377,10017,C19,C18,C20,C21,C22,C23,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C14,C15,C16,C17,,,,
429,000401-00-0379,10001,C01,C19,C02,,,,,,,,,,,,,,,,,,,,,,,,
430,000401-00-0382,10003,C19,C02,C14,C12,C11,C10,C22,C21,C20,C17,C15,C09,C08,C06,,,,,,,,,,,,,
431,000401-00-0383,10020,C14,C12,C10,,,,,,,,,,,,,,,,,,,,,,,,
432,000401-00-0385,10018,C20,C19,C21,C22,C23,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C14,C15,C16,C17,C18,,,,
433,000401-00-0386,10005,C15,C02,C14,C04,C22,C09,,,,,,,,,,,,,,,,,,,,,
434,000401-00-0389,10008,C04,C02,C08,C22,C14,C15,C10,,,,,,,,,,,,,,,,,,,,
435,000401-00-0390,10022,C21,C11,C18,C07,C05,C06,,,,,,,,,,,,,,,,,,,,,
436,000401-00-0392,10006,C04,C02,C08,C14,C22,C06,,,,,,,,,,,,,,,,,,,,,
437,000401-00-0395,10000,C04,C02,C08,C14,C05,C21,,,,,,,,,,,,,,,,,,,,,
438,000401-00-0396,10002,C11,C07,C12,C09,C23,C06,C21,,,,,,,,,,,,,,,,,,,,
439,000401-00-0398,10021,C01,C15,C19,C20,C12,C03,,,,,,,,,,,,,,,,,,,,,
440,000401-00-0400,10019,C10,C15,C02,C14,,,,,,,,,,,,,,,,,,,,,,,
441,000401-00-0402,10004,C10,C12,C15,C03,,,,,,,,,,,,,,,,,,,,,,,
442,000401-00-0405,10005,C01,,,,,,,,,,,,,,,,,,,,,,,,,,
443,000401-00-0407,10010,C19,C03,C01,,,,,,,,,,,,,,,,,,,,,,,,
444,000401-00-0409,10016,C17,C18,C19,C20,C21,C01,C03,C04,C10,C11,C14,,,,,,,,,,,,,,,,
445,000401-00-0411,10000,C02,C21,C14,C04,,,,,,,,,,,,,,,,,,,,,,,
446,000401-00-0412,10000,C14,C06,C08,C22,C03,,,,,,,,,,,,,,,,,,,,,,
447,000401-00-0415,10015,C04,C02,C08,C14,C21,C22,C06,C23,,,,,,,,,,,,,,,,,,,
448,000401-00-0416,10000,C14,C08,C06,C22,C03,,,,,,,,,,,,,,,,,,,,,,
449,000401-00-0419,10000,C19,C10,,,,,,,,,,,,,,,,,,,,,,,,,
450,000401-00-0420,10019,C14,C06,C21,,,,,,,,,,,,,,,,,,,,,,,,
451,000401-00-0422,10000,C14,C08,C02,C22,C04,,,,,,,,,,,,,,,,,,,,,,
452,000401-00-0424,10000,C19,C01,C22,C10,C15,C03,C02,C20,C12,,,,,,,,,,,,,,,,,,
453,000401-00-0426,10020,C10,C19,C14,C15,C21,,,,,,,,,,,,,,,,,,,,,,
454,000401-00-0429,10018,C02,C08,C14,C19,,,,,,,,,,,,,,,,,,,,,,,
455,000401-00-0431,10021,C19,C20,C03,C15,C12,C01,C10,C21,C06,C14,C16,C17,C11,C08,C09,C05,C04,C02,C23,C22,,,,,,,
456,000401-00-0433,10000,C15,C19,C21,C06,C01,,,,,,,,,,,,,,,,,,,,,,
457,000401-00-0435,10022,C20,C15,C14,C16,C01,C03,,,,,,,,,,,,,,,,,,,,,
458,000401-00-0437,10000,C12,,,,,,,,,,,,,,,,,,,,,,,,,,
459,000401-00-0438,10017,C01,C19,,,,,,,,,,,,,,,,,,,,,,,,,
460,000401-00-0440,10000,C03,C15,C12,C01,C19,C14,C05,C10,C06,C02,C09,C20,C21,C22,C23,C08,C18,C07,C13,C17,C04,C16,C11,,,,
461,000401-00-0442,10000,C03,C15,C12,C01,C19,C14,C05,C10,C06,C02,C09,C20,C21,C22,C23,C08,C18,C07,C13,C17,C04,C16,C11,,,,
462,000401-00-0445,10000,C12,C19,C10,C01,C03,C15,C20,C06,C07,C18,C21,C23,,,,,,,,,,,,,,,
463,000401-00-0446,10004,C13,C15,C12,,,,,,,,,,,,,,,,,,,,,,,,
464,000401-00-0448,10000,C15,C01,C12,,,,,,,,,,,,,,,,,,,,,,,,
465,000401-00-0450,10014,C03,C15,C21,C10,C19,C20,C12,C06,C01,C04,C08,C17,C02,C13,,,,,,,,,,,,,
466,000401-00-0451,10013,C08,C22,C04,C14,C01,C23,C16,C02,C11,,,,,,,,,,,,,,,,,,
467,000401-00-0454,10000,C15,C01,C12,,,,,,,,,,,,,,,,,,,,,,,,
468,000401-00-0455,10005,C13,,,,,,,,,,,,,,,,,,,,,,,,,,
469,000401-00-0458,10001,C19,C03,C12,C15,,,,,,,,,,,,,,,,,,,,,,,
470,000401-00-0459,10000,C19,C15,C03,C01,C22,C06,C20,C02,,,,,,,,,,,,,,,,,,,
471,000401-00-0461,10002,C01,C15,C19,,,,,,,,,,,,,,,,,,,,,,,,
472,000401-00-0462,10011,C01,C19,C14,C12,,,,,,,,,,,,,,,,,,,,,,,
473,000401-00-0464,10000,C19,C01,C15,C03,,,,,,,,,,,,,,,,,,,,,,,
474,000401-00-0466,10010,C03,C06,C21,C15,C14,C19,C10,,,,,,,,,,,,,,,,,,,,
475,000401-00-0468,10012,C19,C20,C03,C12,C15,C14,C13,,,,,,,,,,,,,,,,,,,,
476,000401-00-0471,10007,C01,C15,C02,C19,C21,C03,C10,,,,,,,,,,,,,,,,,,,,
477,000401-00-0473,10006,C15,C01,C12,C20,C03,C19,,,,,,,,,,,,,,,,,,,,,
478,000401-00-0475,10008,C15,C09,C17,C18,C21,C22,C04,C05,C06,C07,C08,,,,,,,,,,,,,,,,
479,000401-00-0476,10014,C19,C15,C16,C20,C01,C04,C23,C10,C11,C14,C13,C09,C07,C08,C05,C03,C22,C21,C18,C17,C12,C06,C02,,,,
480,000401-00-0479,10016,C12,C19,C20,C15,,,,,,,,,,,,,,,,,,,,,,,
481,000401-00-0480,10011,C19,C02,C15,C16,C21,C23,C03,,,,,,,,,,,,,,,,,,,,
482,000401-00-0483,10018,C19,C02,C20,C21,C12,C03,C13,C14,C15,C16,C17,C18,,,,,,,,,,,,,,,
483,000401-00-0485,10013,C19,C15,C01,C20,C14,C03,C02,C06,C10,C12,C21,C22,,,,,,,,,,,,,,,
484,000401-00-0487,10001,C12,C01,C19,C02,C20,,,,,,,,,,,,,,,,,,,,,,
485,000401-00-0489,10000,C03,C19,C02,C01,C10,,,,,,,,,,,,,,,,,,,,,,
486,000401-00-0491,10012,C10,C14,C01,,,,,,,,,,,,,,,,,,,,,,,,
487,000401-00-0492,10017,C19,C01,C15,C12,,,,,,,,,,,,,,,,,,,,,,,
488,000401-00-0495,10004,C01,C19,C22,C23,,,,,,,,,,,,,,,,,,,,,,,
489,000401-00-0496,10009,C15,C19,C01,C02,C03,C20,C14,C12,C10,C04,C05,C09,,,,,,,,,,,,,,,
490,000401-00-0499,10000,C15,C10,C19,C20,C01,C12,C04,C02,,,,,,,,,,,,,,,,,,,
491,000401-00-0501,10000,C03,C02,C01,,,,,,,,,,,,,,,,,,,,,,,,
492,000401-00-0503,10008,C02,C14,C04,C22,C08,C06,,,,,,,,,,,,,,,,,,,,,
493,000401-00-0505,10007,C15,C06,C19,C21,C03,C14,,,,,,,,,,,,,,,,,,,,,
494,000401-00-0506,10000,C10,C15,C12,C19,C03,C01,,,,,,,,,,,,,,,,,,,,,
495,000401-00-0509,10005,C15,C21,C19,,,,,,,,,,,,,,,,,,,,,,,,
496,000401-00-0511,10006,C15,,,,,,,,,,,,,,,,,,,,,,,,,,
497,000401-00-0512,10003,C20,,,,,,,,,,,,,,,,,,,,,,,,,,
498,000401-00-0515,10000,C06,C21,C01,C14,C18,C22,C10,,,,,,,,,,,,,,,,,,,,
499,000401-00-0516,10000,C01,C12,C15,C19,,,,,,,,,,,,,,,,,,,,,,,
500,000401-00-0519,10000,C01,C15,C21,C19,,,,,,,,,,,,,,,,,,,,,,,
501,000401-00-0520,10010,C06,C14,C01,,,,,,,,,,,,,,,,,,,,,,,,
502,000401-00-0523,10011,C14,C06,C22,C02,C08,C04,,,,,,,,,,,,,,,,,,,,,
503,000401-00-0525,10000,C15,C19,C03,,,,,,,,,,,,,,,,,,,,,,,,
504,000401-00-0527,10000,C15,C19,C01,C03,C10,C20,C12,,,,,,,,,,,,,,,,,,,,
505,000401-00-0528,10014,C15,C19,C01,,,,,,,,,,,,,,,,,,,,,,,,
506,000401-00-0530,10013,C20,C15,C13,C01,,,,,,,,,,,,,,,,,,,,,,,
507,000401-00-0531,10000,C14,C03,C05,C08,C23,C07,C11,,,,,,,,,,,,,,,,,,,,
508,000401-00-0533,10000,C12,C20,C15,C21,C19,C02,C03,C10,C08,,,,,,,,,,,,,,,,,,
509,000401-00-0535,10015,C21,C14,C02,C04,C10,C22,C01,C03,,,,,,,,,,,,,,,,,,,
510,000401-00-0537,10000,C06,C14,C02,C22,C12,C19,C08,C03,C21,C15,C04,C07,C11,C17,C23,C20,C13,C16,C09,C05,C01,C10,C18,,,,
511,000401-00-0538,10016,C10,C21,C14,,,,,,,,,,,,,,,,,,,,,,,,
512,000401-00-0540,10012,C15,C03,C12,C01,C10,C02,,,,,,,,,,,,,,,,,,,,,
513,000401-00-0542,10000,C14,C02,C04,,,,,,,,,,,,,,,,,,,,,,,,
