,ID,1st Choice,2nd Choice,3rd Choice,4th Choice,5th Choice,6th Choice,7th Choice,8th Choice,9th Choice,10th Choice,11th Choice,12th Choice,13th Choice,14th Choice,15th Choice,16th Choice,17th Choice,18th Choice,19th Choice,20th Choice,21st Choice,22nd Choice,23rd Choice,24th Choice,25th Choice
239,"001001-00-0466,10012,001,1)",C03,C09,C15,C21,C22,C02,C23,,,,,,,,,,,,,,,,,,
240,"001001-00-0469,10010,001,1)",C05,C17,C23,C21,C02,C03,C10,C12,C19,,,,,,,,,,,,,,,,
241,"001001-00-0472,10009,001,1)",C05,C13,C03,,,,,,,,,,,,,,,,,,,,,,
242,"001001-00-0475,10013,001,1)",C17,C10,,,,,,,,,,,,,,,,,,,,,,,
243,"001001-00-0476,10021,001,1)",C01,C08,,,,,,,,,,,,,,,,,,,,,,,
244,"001001-00-0477,10015,001,1)",C08,C18,C05,C10,C16,C04,C17,C03,C01,,,,,,,,,,,,,,,,
245,"001001-00-0479,10014,001,1)",C04,C11,C03,C18,C10,C17,C02,C16,C08,,,,,,,,,,,,,,,,
246,"001001-00-0481,10000,001,1)",C02,,,,,,,,,,,,,,,,,,,,,,,,
247,"001001-00-0483,10024,001,1)",C18,C16,C20,,,,,,,,,,,,,,,,,,,,,,
248,"001001-00-0486,10021,001,1)",C05,,,,,,,,,,,,,,,,,,,,,,,,
249,"001001-00-0487,10023,001,1)",C18,C15,C03,,,,,,,,,,,,,,,,,,,,,,
250,"001001-00-0490,10022,001,1)",C11,C12,C05,,,,,,,,,,,,,,,,,,,,,,
251,"001001-00-0491,10019,001,1)",C21,C19,C03,C08,C01,C18,C16,,,,,,,,,,,,,,,,,,
252,"001001-00-0493,10017,001,1)",C23,C10,C21,C03,C04,C05,C09,C17,,,,,,,,,,,,,,,,,
253,"001001-00-0497,10020,001,1)",C17,C24,C09,C02,C21,C18,C19,C16,C20,,,,,,,,,,,,,,,,
254,"001001-00-0498,10022,001,1)",C05,C19,C09,C01,,,,,,,,,,,,,,,,,,,,,
255,"001001-00-0499,10012,001,1)",C23,C05,C19,C17,,,,,,,,,,,,,,,,,,,,,
256,"001001-00-0501,10004,001,1)",C05,C02,C11,C21,C23,C17,,,,,,,,,,,,,,,,,,,
257,"001001-00-0503,10011,001,1)",C20,C16,C18,C03,C08,C12,C13,C14,C15,,,,,,,,,,,,,,,,
258,"001001-00-0505,10013,001,1)",C14,C22,C01,C03,C05,C07,C09,C10,C11,,,,,,,,,,,,,,,,
259,"001001-00-0507,10002,001,1)",C08,C05,C02,C21,,,,,,,,,,,,,,,,,,,,,
260,"001001-00-0510,10001,001,1)",C08,C03,C05,C20,C18,,,,,,,,,,,,,,,,,,,,
261,"001001-00-0511,10009,001,1)",C01,C21,C05,C18,C03,,,,,,,,,,,,,,,,,,,,
262,"001001-00-0514,10010,001,1)",C01,C21,C04,C03,C18,C08,,,,,,,,,,,,,,,,,,,
263,"001001-00-0516,10012,001,1)",C03,C18,C10,C16,C17,C01,C09,,,,,,,,,,,,,,,,,,
264,"001001-00-0518,10011,001,1)",C10,C02,C17,C19,C21,C01,C12,C03,C05,C08,,,,,,,,,,,,,,,
265,"001001-00-0519,10003,001,1)",C08,,,,,,,,,,,,,,,,,,,,,,,,
266,"001001-00-0522,10024,001,1)",C01,C03,C05,C18,C02,C17,C09,C10,C21,,,,,,,,,,,,,,,,
267,"001001-00-0523,10023,001,1)",C03,C01,C13,C15,C16,C22,C09,,,,,,,,,,,,,,,,,,
268,"001001-00-0525,10008,001,1)",C08,C01,C10,C16,,,,,,,,,,,,,,,,,,,,,
269,"001001-00-0527,10007,001,1)",C10,C16,C03,C05,C15,C09,C20,,,,,,,,,,,,,,,,,,
270,"001001-00-0529,10021,001,1)",C03,C05,C21,,,,,,,,,,,,,,,,,,,,,,
271,"001001-00-0532,10018,001,1)",C08,C16,C20,,,,,,,,,,,,,,,,,,,,,,
272,"001001-00-0533,10022,001,1)",C01,C05,C22,,,,,,,,,,,,,,,,,,,,,,
273,"001001-00-0534,10017,001,1)",C05,C21,C08,C10,C02,C03,C18,C20,C17,C09,C01,C19,C22,C23,C25,C04,C06,C07,C11,C12,C13,C15,C14,C24,C16
274,"001001-00-0536,10014,001,1)",C01,C08,,,,,,,,,,,,,,,,,,,,,,,
275,"001001-00-0538,10023,001,1)",C17,C03,C02,C21,C16,C19,C04,C01,,,,,,,,,,,,,,,,,
276,"001001-00-0541,10021,001,1)",C16,,,,,,,,,,,,,,,,,,,,,,,,
277,"001001-00-0544,10019,001,1)",C10,C02,C19,C21,C05,C23,C01,C18,,,,,,,,,,,,,,,,,
278,"001001-00-0546,10018,001,1)",C05,C03,C17,,,,,,,,,,,,,,,,,,,,,,
279,"001001-00-0548,10010,001,1)",C07,C03,C16,,,,,,,,,,,,,,,,,,,,,,
280,"001001-00-0549,10017,001,1)",C08,C18,C03,C10,,,,,,,,,,,,,,,,,,,,,
281,"001001-00-0551,10000,001,1)",C02,C10,C17,C19,C20,C05,C03,C23,C12,,,,,,,,,,,,,,,,
282,"001001-00-0553,10011,001,1)",C19,C03,C21,,,,,,,,,,,,,,,,,,,,,,
283,"001001-00-0555,10024,001,1)",C18,C21,C17,C03,C01,C22,C04,C14,C09,C08,C12,C15,C23,C24,C19,C11,C10,C07,C06,C25,C05,C16,C20,C13,
284,"001001-00-0556,10009,001,1)",C03,C19,C05,,,,,,,,,,,,,,,,,,,,,,
285,"001001-00-0558,10013,001,1)",C03,C10,C18,C17,C04,C16,C23,,,,,,,,,,,,,,,,,,
286,"001001-00-0560,10015,001,1)",C08,C05,C02,C17,C18,C03,C21,,,,,,,,,,,,,,,,,,
287,"001001-00-0562,10006,001,1)",C21,C19,C17,C03,C05,C01,,,,,,,,,,,,,,,,,,,
288,"001001-00-0564,10006,001,1)",C08,C20,C05,C03,,,,,,,,,,,,,,,,,,,,,
289,"001001-00-0565,10005,001,1)",C10,C03,C23,,,,,,,,,,,,,,,,,,,,,,
290,"001001-00-0567,10003,001,1)",C02,C05,,,,,,,,,,,,,,,,,,,,,,,
291,"001001-00-0569,10005,001,1)",C17,C08,C10,C19,C16,C18,,,,,,,,,,,,,,,,,,,
292,"001001-00-0570,10004,001,1)",C08,C10,C01,C03,C17,C16,C20,C18,C05,C21,,,,,,,,,,,,,,,
293,"001001-00-0572,10008,001,1)",C21,C03,C12,C06,C23,C17,C18,C05,C19,C16,C22,C20,C25,C10,C14,C09,C08,C02,C15,C01,C07,C04,C13,C24,C11
294,"001001-00-0574,10002,001,1)",C10,C07,C05,,,,,,,,,,,,,,,,,,,,,,
295,"001001-00-0576,10024,001,1)",C02,C10,C17,C19,C05,C21,C23,C03,C12,,,,,,,,,,,,,,,,
296,"001001-00-0578,10000,001,1)",C03,C06,C08,C18,C20,C19,,,,,,,,,,,,,,,,,,,
297,"001001-00-0580,10007,001,1)",C12,C18,C16,C09,C15,C23,C25,C04,C03,,,,,,,,,,,,,,,,
298,"001001-00-0582,10008,001,1)",C03,C05,C17,C23,C04,C19,C10,C18,C16,,,,,,,,,,,,,,,,
299,"001001-00-0583,10009,001,1)",C03,C17,C05,C04,C10,C19,,,,,,,,,,,,,,,,,,,
300,"001001-00-0586,10023,001,1)",C21,C20,C10,C19,C08,C17,C18,C23,C05,,,,,,,,,,,,,,,,
301,"001001-00-0588,10023,001,1)",C03,C21,C17,C10,C20,,,,,,,,,,,,,,,,,,,,
302,"001001-00-0590,10022,001,1)",C05,C21,C03,C06,C23,C19,,,,,,,,,,,,,,,,,,,
303,"001001-00-0593,10021,001,1)",C05,C03,C08,,,,,,,,,,,,,,,,,,,,,,
304,"001001-00-0595,10022,001,1)",C19,C24,C18,,,,,,,,,,,,,,,,,,,,,,
305,"001001-00-0597,10017,001,1)",C19,C24,C18,,,,,,,,,,,,,,,,,,,,,,
306,"001001-00-0599,10017,001,1)",C02,C09,C04,C03,C19,C01,,,,,,,,,,,,,,,,,,,
307,"001001-00-0600,10016,001,1)",C21,C10,C23,C03,C05,C16,C18,C02,C19,C01,C17,,,,,,,,,,,,,,
308,"001001-00-0602,10015,001,1)",C16,C21,C03,C24,C17,C18,C19,C20,C22,C23,C25,C01,C02,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C14,C15
309,"001001-00-0605,10003,001,1)",C05,C12,C17,C03,C11,,,,,,,,,,,,,,,,,,,,
310,"001001-00-0606,10016,001,1)",C16,C08,,,,,,,,,,,,,,,,,,,,,,,
311,"001001-00-0608,10017,001,1)",C20,C08,C18,,,,,,,,,,,,,,,,,,,,,,
312,"001001-00-0611,10002,001,1)",C05,C03,C17,C09,C12,,,,,,,,,,,,,,,,,,,,
313,"001001-00-0612,10006,001,1)",C03,C08,C09,C02,C17,C22,C11,C16,C10,C05,,,,,,,,,,,,,,,
314,"001001-00-0614,10004,001,1)",C10,C14,C09,C08,C21,C24,C04,C25,C12,,,,,,,,,,,,,,,,
315,"001001-00-0617,10007,001,1)",C11,C03,C05,C20,C15,C24,C06,,,,,,,,,,,,,,,,,,
316,"001001-00-0619,10005,001,1)",C01,C25,C21,C12,C02,C04,C08,C10,,,,,,,,,,,,,,,,,
317,"001001-00-0620,10012,001,1)",C03,C16,,,,,,,,,,,,,,,,,,,,,,,
318,"001001-00-0623,10001,001,1)",C05,C19,C03,C17,C18,C21,,,,,,,,,,,,,,,,,,,
319,"001001-00-0625,10020,001,1)",C02,C11,C01,C10,,,,,,,,,,,,,,,,,,,,,
320,"001001-00-0626,10017,001,1)",C23,C03,C21,C05,C18,C16,C09,C02,C20,,,,,,,,,,,,,,,,
321,"001001-00-0628,10018,001,1)",C03,C23,C21,C05,C18,C16,C09,C02,C17,C25,C22,,,,,,,,,,,,,,
322,"001001-00-0630,10016,001,1)",C01,C05,C10,C21,C04,C03,C18,C17,C19,,,,,,,,,,,,,,,,
323,"001001-00-0632,10013,001,1)",C05,C21,C02,C09,C11,C24,,,,,,,,,,,,,,,,,,,
324,"001001-00-0634,10015,001,1)",C21,C04,C09,C01,C05,C18,C03,,,,,,,,,,,,,,,,,,
325,"001001-00-0636,10014,001,1)",C16,C03,C09,C21,C18,C19,C23,C02,C08,C12,,,,,,,,,,,,,,,
326,"001001-00-0637,10010,001,1)",C05,C21,C02,C11,C24,C06,,,,,,,,,,,,,,,,,,,
327,"001001-00-0638,10011,001,1)",C05,C08,C18,C03,C16,,,,,,,,,,,,,,,,,,,,
328,"001001-00-0640,10019,001,1)",C08,C03,C18,C20,C10,C04,C23,C02,C16,C17,C01,C05,C07,C15,C19,C21,C22,C06,C09,C12,C14,C13,C11,C24,C25
329,"001001-00-0643,10005,001,1)",C18,C10,C17,C23,C05,C02,C21,,,,,,,,,,,,,,,,,,
330,"001001-00-0646,10009,001,1)",C02,C01,C09,C16,C21,C15,,,,,,,,,,,,,,,,,,,
331,"001001-00-0647,10016,001,1)",C18,C05,,,,,,,,,,,,,,,,,,,,,,,
332,"001001-00-0648,10004,001,1)",C02,C03,C05,C17,C09,,,,,,,,,,,,,,,,,,,,
333,"001001-00-0649,10013,001,1)",C10,C03,C21,C06,C09,,,,,,,,,,,,,,,,,,,,
334,"001001-00-0651,10012,001,1)",C10,C03,C06,C09,C21,,,,,,,,,,,,,,,,,,,,
335,"001001-00-0653,10019,001,1)",C05,C19,C18,C03,C10,C16,C08,C21,C20,C02,C06,C22,C23,C24,C04,C17,C15,C11,C12,C25,C01,C07,C09,C13,C14
336,"001001-00-0656,10018,001,1)",C20,C08,C05,,,,,,,,,,,,,,,,,,,,,,
337,"001001-00-0657,10017,001,1)",C20,C03,C08,,,,,,,,,,,,,,,,,,,,,,
338,"001001-00-0659,10015,001,1)",C18,C05,C04,,,,,,,,,,,,,,,,,,,,,,
339,"001001-00-0662,10016,001,1)",C05,C03,C19,C18,C20,C23,C09,C08,C16,C21,,,,,,,,,,,,,,,
340,"001001-00-0664,10014,001,1)",C23,C01,C03,C17,C21,C06,C09,C05,C08,C10,,,,,,,,,,,,,,,
341,"001001-00-0666,10008,001,1)",C18,C03,C10,,,,,,,,,,,,,,,,,,,,,,
342,"001001-00-0667,10009,001,1)",C03,C10,C21,C17,,,,,,,,,,,,,,,,,,,,,
343,"001001-00-0669,10011,001,1)",C10,C07,C03,C17,C23,C04,C21,C22,C02,,,,,,,,,,,,,,,,
344,"001001-00-0671,10007,001,1)",C10,C03,C05,,,,,,,,,,,,,,,,,,,,,,
345,"001001-00-0673,10010,001,1)",C10,C24,C17,C14,C13,,,,,,,,,,,,,,,,,,,,
346,"001001-00-0676,10006,001,1)",C05,C09,C13,,,,,,,,,,,,,,,,,,,,,,
347,"001001-00-0677,10004,001,1)",C21,,,,,,,,,,,,,,,,,,,,,,,,
348,"001001-00-0680,10003,001,1)",C09,C05,C06,C12,C03,,,,,,,,,,,,,,,,,,,,
349,"001001-00-0682,10005,001,1)",C21,C10,C18,C03,C05,C23,,,,,,,,,,,,,,,,,,,
350,"001001-00-0683,10017,001,1)",C18,C10,C17,C05,C02,,,,,,,,,,,,,,,,,,,,
351,"001001-00-0685,10004,001,1)",C08,C18,,,,,,,,,,,,,,,,,,,,,,,
352,"001001-00-0687,10018,001,1)",C09,C04,C03,C02,C15,C11,C12,,,,,,,,,,,,,,,,,,
353,"001001-00-0689,10003,001,1)",C05,C25,C19,C18,C16,C08,C03,,,,,,,,,,,,,,,,,,
354,"001001-00-0691,10000,001,1)",C05,C21,C02,C18,C17,C10,C20,C12,,,,,,,,,,,,,,,,,
355,"001001-00-0694,10002,001,1)",C17,C03,C09,C19,C18,C16,,,,,,,,,,,,,,,,,,,
356,"001001-00-0695,10023,001,1)",C08,,,,,,,,,,,,,,,,,,,,,,,,
357,"001001-00-0698,10024,001,1)",C08,,,,,,,,,,,,,,,,,,,,,,,,
358,"001001-00-0700,10022,001,1)",C05,C17,C08,C18,C03,,,,,,,,,,,,,,,,,,,,
359,"001001-00-0701,10020,001,1)",C01,C08,,,,,,,,,,,,,,,,,,,,,,,
360,"001001-00-0703,10001,001,1)",C05,C03,C09,,,,,,,,,,,,,,,,,,,,,,
361,"001001-00-0706,10003,001,1)",C10,,,,,,,,,,,,,,,,,,,,,,,,
362,"001001-00-0707,10001,001,1)",C03,C10,C04,C17,C20,C05,C18,C21,,,,,,,,,,,,,,,,,
363,"001001-00-0710,10024,001,1)",C03,C16,C19,C08,C18,C14,C22,C21,C05,,,,,,,,,,,,,,,,
364,"001001-00-0712,10000,001,1)",C03,C10,C12,C01,C02,C04,C06,C05,C07,C08,C09,C11,C13,C14,C15,C17,C19,C22,C23,C24,C25,C21,C20,C18,C16
365,"001001-00-0714,10021,001,1)",C05,C03,,,,,,,,,,,,,,,,,,,,,,,
366,"001001-00-0715,10022,001,1)",C05,C03,C17,C09,,,,,,,,,,,,,,,,,,,,,
367,"001001-00-0717,10002,001,1)",C08,C18,,,,,,,,,,,,,,,,,,,,,,,
368,"001001-00-0719,10019,001,1)",C05,C16,C09,C03,C17,C18,C01,C08,C21,,,,,,,,,,,,,,,,
369,"001001-00-0721,10016,001,1)",C18,C16,C03,,,,,,,,,,,,,,,,,,,,,,
370,"001001-00-0723,10020,001,1)",C03,C02,C17,C21,C05,,,,,,,,,,,,,,,,,,,,
371,"001001-00-0726,10017,001,1)",C19,C03,C08,C16,C23,C20,C18,C09,C12,C22,C17,C05,C10,,,,,,,,,,,,
372,"001001-00-0729,10015,001,1)",C20,C03,C21,C08,C05,C17,C19,C10,C16,C01,,,,,,,,,,,,,,,
373,"001001-00-0731,10005,001,1)",C20,C23,C18,C16,C11,C05,,,,,,,,,,,,,,,,,,,
374,"001001-00-0732,10014,001,1)",C18,C08,,,,,,,,,,,,,,,,,,,,,,,
375,"001001-00-0734,10019,001,1)",C25,C10,C03,,,,,,,,,,,,,,,,,,,,,,
376,"001001-00-0735,10018,001,1)",C23,C04,C08,,,,,,,,,,,,,,,,,,,,,,
377,"001001-00-0738,10020,001,1)",C04,C02,C09,C17,C06,C21,C22,C12,C18,C24,C08,C01,C19,C20,C07,C25,C23,C11,C03,C13,C10,C05,,,
378,"001001-00-0739,10024,001,1)",C03,C02,C09,C05,,,,,,,,,,,,,,,,,,,,,
379,"001001-00-0740,10004,001,1)",C10,C03,C01,,,,,,,,,,,,,,,,,,,,,,
380,"001001-00-0742,10023,001,1)",C03,C16,C18,C20,C21,C08,C05,C13,C15,C01,,,,,,,,,,,,,,,
381,"001001-00-0744,10022,001,1)",C08,C01,C17,C11,C22,C05,C09,C04,C19,,,,,,,,,,,,,,,,
382,"001001-00-0746,10020,001,1)",C10,C03,C05,C17,,,,,,,,,,,,,,,,,,,,,
383,"001001-00-0748,10021,001,1)",C03,C18,C05,C08,C20,C10,C04,C01,C09,,,,,,,,,,,,,,,,
384,"001001-00-0751,10019,001,1)",C05,C03,C16,C23,C09,C20,C08,C10,,,,,,,,,,,,,,,,,
385,"001001-00-0753,10018,001,1)",C03,C23,C18,C08,C21,C16,C20,C05,,,,,,,,,,,,,,,,,
386,"001001-00-0755,10017,001,1)",C10,C18,C03,C05,C23,C15,,,,,,,,,,,,,,,,,,,
387,"001001-00-0757,10006,001,1)",C21,C02,C08,C10,C05,,,,,,,,,,,,,,,,,,,,
388,"001001-00-0758,10024,001,1)",C02,C01,C08,C23,C18,C17,C10,C03,,,,,,,,,,,,,,,,,
389,"001001-00-0761,10015,001,1)",C03,C10,C08,C06,C05,C18,C21,C24,C16,,,,,,,,,,,,,,,,
390,"001001-00-0762,10014,001,1)",C03,C17,,,,,,,,,,,,,,,,,,,,,,,
391,"001001-00-0764,10023,001,1)",C08,C16,C18,,,,,,,,,,,,,,,,,,,,,,
392,"001001-00-0768,10022,001,1)",C10,C05,,,,,,,,,,,,,,,,,,,,,,,
393,"001001-00-0770,10010,001,1)",C09,C04,C02,C03,C21,C18,C17,C16,,,,,,,,,,,,,,,,,
394,"001001-00-0772,10016,001,1)",C03,C05,C08,,,,,,,,,,,,,,,,,,,,,,
395,"001001-00-0774,10014,001,1)",C03,C10,C08,C07,C16,C18,C20,C21,C05,C11,C23,,,,,,,,,,,,,,
396,"001001-00-0777,10020,001,1)",C07,C05,C20,C08,,,,,,,,,,,,,,,,,,,,,
397,"001001-00-0779,10018,001,1)",C05,C01,C10,C03,C08,C04,,,,,,,,,,,,,,,,,,,
398,"001001-00-0780,10008,001,1)",C05,C08,C03,C02,,,,,,,,,,,,,,,,,,,,,
399,"001001-00-0782,10017,001,1)",C18,,,,,,,,,,,,,,,,,,,,,,,,
400,"001001-00-0784,10007,001,1)",C02,C21,C05,C23,C04,C17,C10,,,,,,,,,,,,,,,,,,
401,"001001-00-0787,10007,001,1)",C01,C08,C16,C18,C20,C10,,,,,,,,,,,,,,,,,,,
402,"001001-00-0788,10009,001,1)",C05,C14,C13,C10,,,,,,,,,,,,,,,,,,,,,
403,"001001-00-0790,10008,001,1)",C02,C23,C19,,,,,,,,,,,,,,,,,,,,,,
404,"001001-00-0792,10006,001,1)",C05,C03,C21,C18,,,,,,,,,,,,,,,,,,,,,
405,"001001-00-0793,10005,001,1)",C03,C16,,,,,,,,,,,,,,,,,,,,,,,
406,"001001-00-0795,10021,001,1)",C03,C17,C10,C05,C21,C19,C18,,,,,,,,,,,,,,,,,,
407,"001001-00-0798,10013,001,1)",C03,C21,C02,C18,C16,C17,C08,C23,,,,,,,,,,,,,,,,,
408,"001001-00-0801,10012,001,1)",C21,C02,C19,C10,C18,C09,C01,C17,C04,,,,,,,,,,,,,,,,
409,"001001-00-0802,10023,001,1)",C16,C18,C08,C05,C03,C01,C20,,,,,,,,,,,,,,,,,,
410,"001001-00-0805,10024,001,1)",C25,C01,C02,C06,C07,C09,C10,C11,C12,C13,C14,C15,C19,C22,C23,C24,,,,,,,,,
411,"001001-00-0806,10011,001,1)",C03,C10,C08,C21,C09,C18,C17,C20,C19,,,,,,,,,,,,,,,,
412,"001001-00-0807,10010,001,1)",C03,C17,C10,C05,C25,C23,C21,C19,C01,,,,,,,,,,,,,,,,
413,"001001-00-0810,10021,001,1)",C09,C03,C05,C16,,,,,,,,,,,,,,,,,,,,,
414,"001001-00-0811,10004,001,1)",C21,C03,C10,C17,C18,C23,C08,C15,C16,,,,,,,,,,,,,,,,
415,"001001-00-0813,10002,001,1)",C08,C01,C02,C03,,,,,,,,,,,,,,,,,,,,,
416,"001001-00-0815,10003,001,1)",C05,C08,C18,C03,,,,,,,,,,,,,,,,,,,,,
417,"001001-00-0818,10000,001,1)",C18,C08,C03,C01,C16,C22,C23,C15,,,,,,,,,,,,,,,,,
418,"001001-00-0819,10000,001,1)",C16,C17,C24,,,,,,,,,,,,,,,,,,,,,,
419,"001001-00-0822,10001,001,1)",C08,C01,C10,C03,C18,C20,,,,,,,,,,,,,,,,,,,
420,"001001-00-0823,10012,001,1)",C08,C03,C20,C18,C16,,,,,,,,,,,,,,,,,,,,
421,"001001-00-0825,10001,001,1)",C02,C04,C06,C07,C09,C10,C11,C12,C13,C14,C15,,,,,,,,,,,,,,
422,"001001-00-0826,10013,001,1)",C23,C05,C21,C17,C10,C01,,,,,,,,,,,,,,,,,,,
423,"001001-00-0828,10012,001,1)",C14,C03,C22,C10,,,,,,,,,,,,,,,,,,,,,
424,"001001-00-0830,10011,001,1)",C03,C10,C16,C18,,,,,,,,,,,,,,,,,,,,,
425,"001001-00-0832,10013,001,1)",C05,C17,C03,,,,,,,,,,,,,,,,,,,,,,
426,"001001-00-0834,10010,001,1)",C07,C03,C08,C05,,,,,,,,,,,,,,,,,,,,,
427,"001001-00-0835,10014,001,1)",C03,C16,C10,C17,C05,,,,,,,,,,,,,,,,,,,,
428,"001001-00-0838,10015,001,1)",C03,C18,C16,C20,,,,,,,,,,,,,,,,,,,,,
429,"001001-00-0840,10012,001,1)",C17,C05,C10,C23,C21,C18,C03,C19,C01,,,,,,,,,,,,,,,,
430,"001001-00-0841,10016,001,1)",C05,C21,C01,C18,C09,C19,C03,C04,C17,,,,,,,,,,,,,,,,
431,"001001-00-0843,10017,001,1)",C20,,,,,,,,,,,,,,,,,,,,,,,,
432,"001001-00-0845,10008,001,1)",C05,C01,C17,C03,C18,C09,,,,,,,,,,,,,,,,,,,
433,"001001-00-0847,10003,001,1)",C03,C06,C04,,,,,,,,,,,,,,,,,,,,,,
434,"001001-00-0849,10007,001,1)",C18,C16,C01,C20,C03,C17,C08,C22,C05,,,,,,,,,,,,,,,,
435,"001001-00-0851,10009,001,1)",C23,C04,C21,C18,C19,C05,C03,C02,C09,,,,,,,,,,,,,,,,
436,"001001-00-0852,10001,001,1)",C23,C21,C18,C19,C03,C02,C04,C17,C10,,,,,,,,,,,,,,,,
437,"001001-00-0854,10002,001,1)",C03,C18,C10,C09,C16,C21,C08,C01,C05,C23,,,,,,,,,,,,,,,
438,"001001-00-0856,10006,001,1)",C21,C22,C13,C10,C16,C18,C19,C08,C05,C04,C12,C02,C25,C17,C01,C23,C20,C09,C07,C06,C03,C11,C14,C15,C24
439,"001001-00-0859,10021,001,1)",C05,C03,C23,,,,,,,,,,,,,,,,,,,,,,
440,"001001-00-0861,10000,001,1)",C23,C21,C18,C19,C03,C02,C04,C17,C10,,,,,,,,,,,,,,,,
441,"001001-00-0862,10017,001,1)",C04,C17,C12,C23,C22,,,,,,,,,,,,,,,,,,,,
442,"001001-00-0865,10013,001,1)",C05,C17,C03,C08,C16,C09,C21,C19,,,,,,,,,,,,,,,,,
443,"001001-00-0867,10013,001,1)",C16,C18,C01,C08,C03,C10,,,,,,,,,,,,,,,,,,,
444,"001001-00-0869,10015,001,1)",C03,C16,C17,C05,,,,,,,,,,,,,,,,,,,,,
445,"001001-00-0870,10011,001,1)",C02,C05,C08,,,,,,,,,,,,,,,,,,,,,,
446,"001001-00-0873,10009,001,1)",C18,C15,C10,,,,,,,,,,,,,,,,,,,,,,
447,"001001-00-0875,10018,001,1)",C07,C04,,,,,,,,,,,,,,,,,,,,,,,
448,"001001-00-0876,10008,001,1)",C20,C16,,,,,,,,,,,,,,,,,,,,,,,
449,"001001-00-0879,10007,001,1)",C05,C03,C18,C16,C21,C08,,,,,,,,,,,,,,,,,,,
450,"001001-00-0881,10003,001,1)",C02,C03,C08,C17,C20,,,,,,,,,,,,,,,,,,,,
451,"001001-00-0882,10006,001,1)",C07,C08,C18,C05,C16,,,,,,,,,,,,,,,,,,,,
452,"001001-00-0884,10001,001,1)",C08,C18,C21,,,,,,,,,,,,,,,,,,,,,,
453,"001001-00-0886,10002,001,1)",C03,C10,C17,C05,C08,C01,,,,,,,,,,,,,,,,,,,
454,"001001-00-0888,10023,001,1)",C07,,,,,,,,,,,,,,,,,,,,,,,,
455,"001001-00-0890,10005,001,1)",C12,C03,C19,C21,C02,C22,,,,,,,,,,,,,,,,,,,
456,"001001-00-0892,10004,001,1)",C03,C04,C02,C01,C25,C24,C23,C22,C21,C20,C19,C18,C17,C15,C14,C13,C12,C11,C10,C09,C08,C07,C06,C05,C16
457,"001001-00-0893,10000,001,1)",C10,C21,C23,C16,C17,C18,C22,C25,,,,,,,,,,,,,,,,,
458,"001001-00-0896,10016,001,1)",C16,C18,,,,,,,,,,,,,,,,,,,,,,,
459,"001001-00-0897,10010,001,1)",C05,C03,C20,C17,C23,,,,,,,,,,,,,,,,,,,,
460,"001001-00-0899,10022,001,1)",C08,C16,C17,,,,,,,,,,,,,,,,,,,,,,
461,"001001-00-0901,10011,001,1)",C02,C08,C05,C20,C18,,,,,,,,,,,,,,,,,,,,
462,"001001-00-0902,10009,001,1)",C08,C02,C21,C20,C03,C05,,,,,,,,,,,,,,,,,,,
463,"001001-00-0904,10010,001,1)",C19,C05,C07,C09,C10,C17,C21,C03,C04,C22,C23,C02,,,,,,,,,,,,,
464,"001001-00-0906,10008,001,1)",C01,C08,C16,C18,,,,,,,,,,,,,,,,,,,,,
465,"001001-00-0908,10009,001,1)",C09,C05,C21,C06,,,,,,,,,,,,,,,,,,,,,
466,"001001-00-0911,10008,001,1)",C12,C17,,,,,,,,,,,,,,,,,,,,,,,
467,"001001-00-0912,10010,001,1)",C23,C03,C05,,,,,,,,,,,,,,,,,,,,,,
468,"001001-00-0915,10011,001,1)",C11,C02,C07,C05,C22,C06,C10,C17,,,,,,,,,,,,,,,,,
469,"001001-00-0916,10014,001,1)",C23,C02,C19,C05,,,,,,,,,,,,,,,,,,,,,
470,"001001-00-0919,10023,001,1)",C03,C20,C08,C10,,,,,,,,,,,,,,,,,,,,,
471,"001001-00-0920,10006,001,1)",C07,C23,C08,,,,,,,,,,,,,,,,,,,,,,
472,"001001-00-0923,10001,001,1)",C08,C10,C20,,,,,,,,,,,,,,,,,,,,,,
473,"001001-00-0925,10013,001,1)",C03,C05,C18,C21,C16,C08,C01,C20,,,,,,,,,,,,,,,,,
474,"001001-00-0926,10000,001,1)",C03,C16,C18,,,,,,,,,,,,,,,,,,,,,,
475,"001001-00-0928,10024,001,1)",C08,,,,,,,,,,,,,,,,,,,,,,,,
476,"001001-00-0930,10007,001,1)",C08,C03,C10,,,,,,,,,,,,,,,,,,,,,,
477,"001001-00-0933,10020,001,1)",C03,C20,C08,C05,C17,C10,,,,,,,,,,,,,,,,,,,
478,"001001-00-0936,10008,001,1)",C03,C08,C19,C07,C14,C11,C10,C17,C02,,,,,,,,,,,,,,,,
479,"001001-00-0938,10007,001,1)",C21,C16,C03,C17,,,,,,,,,,,,,,,,,,,,,
480,"001001-00-0939,10021,001,1)",C02,C23,C01,C05,C06,,,,,,,,,,,,,,,,,,,,
481,"001001-00-0941,10006,001,1)",C04,C19,C03,C21,C23,C01,C10,C05,C02,,,,,,,,,,,,,,,,
482,"001001-00-0944,10004,001,1)",C03,C10,C17,C08,C16,,,,,,,,,,,,,,,,,,,,
483,"001001-00-0946,10005,001,1)",C10,C03,C21,,,,,,,,,,,,,,,,,,,,,,
